Genes	MitoPathways_Hierarchy
AARS2	Mitochondrial_central_dogma
 ALKBH1	Mitochondrial_central_dogma
 ANGEL2	Mitochondrial_central_dogma
 APEX1	Mitochondrial_central_dogma
 ATAD3A	Mitochondrial_central_dogma
 ATAD3B	Mitochondrial_central_dogma
 AURKAIP1	Mitochondrial_central_dogma
 C12orf65	Mitochondrial_central_dogma
 CARS2	Mitochondrial_central_dogma
 CDK5RAP1	Mitochondrial_central_dogma
 CHCHD1	Mitochondrial_central_dogma
 COA3	Mitochondrial_central_dogma
 COX14	Mitochondrial_central_dogma
 DAP3	Mitochondrial_central_dogma
 DARS2	Mitochondrial_central_dogma
 DDX28	Mitochondrial_central_dogma
 DHX30	Mitochondrial_central_dogma
 DNA2	Mitochondrial_central_dogma
 DUS2	Mitochondrial_central_dogma
 EARS2	Mitochondrial_central_dogma
 ELAC2	Mitochondrial_central_dogma
 ENDOG	Mitochondrial_central_dogma
 ERAL1	Mitochondrial_central_dogma
 EXD2	Mitochondrial_central_dogma
 EXOG	Mitochondrial_central_dogma
 FARS2	Mitochondrial_central_dogma
 FASTK	Mitochondrial_central_dogma
 FASTKD1	Mitochondrial_central_dogma
 FASTKD2	Mitochondrial_central_dogma
 FASTKD3	Mitochondrial_central_dogma
 FASTKD5	Mitochondrial_central_dogma
 GADD45GIP1	Mitochondrial_central_dogma
 GARS1	Mitochondrial_central_dogma
 GATB	Mitochondrial_central_dogma
 GATC	Mitochondrial_central_dogma
 GFM1	Mitochondrial_central_dogma
 GFM2	Mitochondrial_central_dogma
 GRSF1	Mitochondrial_central_dogma
 GTPBP10	Mitochondrial_central_dogma
 GTPBP3	Mitochondrial_central_dogma
 GUF1	Mitochondrial_central_dogma
 HARS2	Mitochondrial_central_dogma
 HEMK1	Mitochondrial_central_dogma
 HSD17B10	Mitochondrial_central_dogma
 IARS2	Mitochondrial_central_dogma
 KARS1	Mitochondrial_central_dogma
 LACTB2	Mitochondrial_central_dogma
 LARS2	Mitochondrial_central_dogma
 LIG3	Mitochondrial_central_dogma
 LRPPRC	Mitochondrial_central_dogma
 MALSU1	Mitochondrial_central_dogma
 MARS2	Mitochondrial_central_dogma
 METAP1D	Mitochondrial_central_dogma
 METTL15	Mitochondrial_central_dogma
 METTL17	Mitochondrial_central_dogma
 METTL4	Mitochondrial_central_dogma
 METTL5	Mitochondrial_central_dogma
 METTL8	Mitochondrial_central_dogma
 MGME1	Mitochondrial_central_dogma
 MIEF1	Mitochondrial_central_dogma
 MPV17L2	Mitochondrial_central_dogma
 MRM1	Mitochondrial_central_dogma
 MRM2	Mitochondrial_central_dogma
 MRM3	Mitochondrial_central_dogma
 MRPL1	Mitochondrial_central_dogma
 MRPL10	Mitochondrial_central_dogma
 MRPL11	Mitochondrial_central_dogma
 MRPL12	Mitochondrial_central_dogma
 MRPL13	Mitochondrial_central_dogma
 MRPL14	Mitochondrial_central_dogma
 MRPL15	Mitochondrial_central_dogma
 MRPL16	Mitochondrial_central_dogma
 MRPL17	Mitochondrial_central_dogma
 MRPL18	Mitochondrial_central_dogma
 MRPL19	Mitochondrial_central_dogma
 MRPL2	Mitochondrial_central_dogma
 MRPL20	Mitochondrial_central_dogma
 MRPL21	Mitochondrial_central_dogma
 MRPL22	Mitochondrial_central_dogma
 MRPL23	Mitochondrial_central_dogma
 MRPL24	Mitochondrial_central_dogma
 MRPL27	Mitochondrial_central_dogma
 MRPL28	Mitochondrial_central_dogma
 MRPL3	Mitochondrial_central_dogma
 MRPL30	Mitochondrial_central_dogma
 MRPL32	Mitochondrial_central_dogma
 MRPL33	Mitochondrial_central_dogma
 MRPL34	Mitochondrial_central_dogma
 MRPL35	Mitochondrial_central_dogma
 MRPL36	Mitochondrial_central_dogma
 MRPL37	Mitochondrial_central_dogma
 MRPL38	Mitochondrial_central_dogma
 MRPL39	Mitochondrial_central_dogma
 MRPL4	Mitochondrial_central_dogma
 MRPL40	Mitochondrial_central_dogma
 MRPL41	Mitochondrial_central_dogma
 MRPL42	Mitochondrial_central_dogma
 MRPL43	Mitochondrial_central_dogma
 MRPL44	Mitochondrial_central_dogma
 MRPL45	Mitochondrial_central_dogma
 MRPL46	Mitochondrial_central_dogma
 MRPL47	Mitochondrial_central_dogma
 MRPL48	Mitochondrial_central_dogma
 MRPL49	Mitochondrial_central_dogma
 MRPL50	Mitochondrial_central_dogma
 MRPL51	Mitochondrial_central_dogma
 MRPL52	Mitochondrial_central_dogma
 MRPL53	Mitochondrial_central_dogma
 MRPL54	Mitochondrial_central_dogma
 MRPL55	Mitochondrial_central_dogma
 MRPL57	Mitochondrial_central_dogma
 MRPL58	Mitochondrial_central_dogma
 MRPL9	Mitochondrial_central_dogma
 MRPS10	Mitochondrial_central_dogma
 MRPS11	Mitochondrial_central_dogma
 MRPS12	Mitochondrial_central_dogma
 MRPS14	Mitochondrial_central_dogma
 MRPS15	Mitochondrial_central_dogma
 MRPS16	Mitochondrial_central_dogma
 MRPS17	Mitochondrial_central_dogma
 MRPS18A	Mitochondrial_central_dogma
 MRPS18B	Mitochondrial_central_dogma
 MRPS18C	Mitochondrial_central_dogma
 MRPS2	Mitochondrial_central_dogma
 MRPS21	Mitochondrial_central_dogma
 MRPS22	Mitochondrial_central_dogma
 MRPS23	Mitochondrial_central_dogma
 MRPS24	Mitochondrial_central_dogma
 MRPS25	Mitochondrial_central_dogma
 MRPS26	Mitochondrial_central_dogma
 MRPS27	Mitochondrial_central_dogma
 MRPS28	Mitochondrial_central_dogma
 MRPS30	Mitochondrial_central_dogma
 MRPS31	Mitochondrial_central_dogma
 MRPS33	Mitochondrial_central_dogma
 MRPS34	Mitochondrial_central_dogma
 MRPS35	Mitochondrial_central_dogma
 MRPS36	Mitochondrial_central_dogma
 MRPS5	Mitochondrial_central_dogma
 MRPS6	Mitochondrial_central_dogma
 MRPS7	Mitochondrial_central_dogma
 MRPS9	Mitochondrial_central_dogma
 MRRF	Mitochondrial_central_dogma
 MTERF1	Mitochondrial_central_dogma
 MTERF2	Mitochondrial_central_dogma
 MTERF3	Mitochondrial_central_dogma
 MTERF4	Mitochondrial_central_dogma
 MTFMT	Mitochondrial_central_dogma
 MTG1	Mitochondrial_central_dogma
 MTG2	Mitochondrial_central_dogma
 MTIF2	Mitochondrial_central_dogma
 MTIF3	Mitochondrial_central_dogma
 MTO1	Mitochondrial_central_dogma
 MTPAP	Mitochondrial_central_dogma
 MTRES1	Mitochondrial_central_dogma
 MTRF1	Mitochondrial_central_dogma
 MTRF1L	Mitochondrial_central_dogma
 MUTYH	Mitochondrial_central_dogma
 MYG1	Mitochondrial_central_dogma
 NARS2	Mitochondrial_central_dogma
 NGRN	Mitochondrial_central_dogma
 NOA1	Mitochondrial_central_dogma
 NSUN2	Mitochondrial_central_dogma
 NSUN3	Mitochondrial_central_dogma
 NSUN4	Mitochondrial_central_dogma
 OGG1	Mitochondrial_central_dogma
 OSGEPL1	Mitochondrial_central_dogma
 OXA1L	Mitochondrial_central_dogma
 PARS2	Mitochondrial_central_dogma
 PDE12	Mitochondrial_central_dogma
 PDF	Mitochondrial_central_dogma
 PIF1	Mitochondrial_central_dogma
 PNPT1	Mitochondrial_central_dogma
 POLB	Mitochondrial_central_dogma
 POLDIP2	Mitochondrial_central_dogma
 POLG	Mitochondrial_central_dogma
 POLG2	Mitochondrial_central_dogma
 POLQ	Mitochondrial_central_dogma
 POLRMT	Mitochondrial_central_dogma
 PPA2	Mitochondrial_central_dogma
 PRIMPOL	Mitochondrial_central_dogma
 PRORP	Mitochondrial_central_dogma
 PTCD1	Mitochondrial_central_dogma
 PTCD2	Mitochondrial_central_dogma
 PTCD3	Mitochondrial_central_dogma
 PUS1	Mitochondrial_central_dogma
 PUSL1	Mitochondrial_central_dogma
 QRSL1	Mitochondrial_central_dogma
 QTRT1	Mitochondrial_central_dogma
 RARS2	Mitochondrial_central_dogma
 RBFA	Mitochondrial_central_dogma
 RCC1L	Mitochondrial_central_dogma
 RECQL4	Mitochondrial_central_dogma
 REXO2	Mitochondrial_central_dogma
 RMND1	Mitochondrial_central_dogma
 RNASEH1	Mitochondrial_central_dogma
 RPUSD3	Mitochondrial_central_dogma
 RPUSD4	Mitochondrial_central_dogma
 SARS2	Mitochondrial_central_dogma
 SLIRP	Mitochondrial_central_dogma
 SSBP1	Mitochondrial_central_dogma
 SUPV3L1	Mitochondrial_central_dogma
 TACO1	Mitochondrial_central_dogma
 TARS2	Mitochondrial_central_dogma
 TBRG4	Mitochondrial_central_dogma
 TEFM	Mitochondrial_central_dogma
 TFAM	Mitochondrial_central_dogma
 TFB1M	Mitochondrial_central_dogma
 TFB2M	Mitochondrial_central_dogma
 THG1L	Mitochondrial_central_dogma
 TIMM21	Mitochondrial_central_dogma
 TOP1MT	Mitochondrial_central_dogma
 TOP3A	Mitochondrial_central_dogma
 TRIT1	Mitochondrial_central_dogma
 TRMT1	Mitochondrial_central_dogma
 TRMT10C	Mitochondrial_central_dogma
 TRMT2B	Mitochondrial_central_dogma
 TRMT5	Mitochondrial_central_dogma
 TRMT61B	Mitochondrial_central_dogma
 TRMU	Mitochondrial_central_dogma
 TRNT1	Mitochondrial_central_dogma
 TRUB2	Mitochondrial_central_dogma
 TSFM	Mitochondrial_central_dogma
 TUFM	Mitochondrial_central_dogma
 TWNK	Mitochondrial_central_dogma
 UNG	Mitochondrial_central_dogma
 VARS2	Mitochondrial_central_dogma
 WARS2	Mitochondrial_central_dogma
 YARS2	Mitochondrial_central_dogma
 YBEY	Mitochondrial_central_dogma
 YRDC	Mitochondrial_central_dogma
APEX1	Mitochondrial_central_dogma_mtDNA_maintenance
 ATAD3A	Mitochondrial_central_dogma_mtDNA_maintenance
 ATAD3B	Mitochondrial_central_dogma_mtDNA_maintenance
 DNA2	Mitochondrial_central_dogma_mtDNA_maintenance
 ENDOG	Mitochondrial_central_dogma_mtDNA_maintenance
 EXOG	Mitochondrial_central_dogma_mtDNA_maintenance
 LIG3	Mitochondrial_central_dogma_mtDNA_maintenance
 METTL4	Mitochondrial_central_dogma_mtDNA_maintenance
 MGME1	Mitochondrial_central_dogma_mtDNA_maintenance
 MTERF1	Mitochondrial_central_dogma_mtDNA_maintenance
 MTERF2	Mitochondrial_central_dogma_mtDNA_maintenance
 MUTYH	Mitochondrial_central_dogma_mtDNA_maintenance
 OGG1	Mitochondrial_central_dogma_mtDNA_maintenance
 PIF1	Mitochondrial_central_dogma_mtDNA_maintenance
 POLB	Mitochondrial_central_dogma_mtDNA_maintenance
 POLDIP2	Mitochondrial_central_dogma_mtDNA_maintenance
 POLG	Mitochondrial_central_dogma_mtDNA_maintenance
 POLG2	Mitochondrial_central_dogma_mtDNA_maintenance
 POLQ	Mitochondrial_central_dogma_mtDNA_maintenance
 POLRMT	Mitochondrial_central_dogma_mtDNA_maintenance
 PPA2	Mitochondrial_central_dogma_mtDNA_maintenance
 PRIMPOL	Mitochondrial_central_dogma_mtDNA_maintenance
 RECQL4	Mitochondrial_central_dogma_mtDNA_maintenance
 RNASEH1	Mitochondrial_central_dogma_mtDNA_maintenance
 SSBP1	Mitochondrial_central_dogma_mtDNA_maintenance
 TFAM	Mitochondrial_central_dogma_mtDNA_maintenance
 TFB2M	Mitochondrial_central_dogma_mtDNA_maintenance
 TOP1MT	Mitochondrial_central_dogma_mtDNA_maintenance
 TOP3A	Mitochondrial_central_dogma_mtDNA_maintenance
 TWNK	Mitochondrial_central_dogma_mtDNA_maintenance
 UNG	Mitochondrial_central_dogma_mtDNA_maintenance
DNA2	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 EXOG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 LIG3	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 MGME1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 POLG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 POLG2	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 POLRMT	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 RNASEH1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 SSBP1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 TFAM	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 TFB2M	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 TOP1MT	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 TOP3A	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
 TWNK	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_replication
ATAD3A	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 ATAD3B	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 MTERF1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 MTERF2	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 POLDIP2	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 POLG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 POLG2	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 POLRMT	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 SSBP1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 TFAM	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
 TWNK	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_nucleoid
APEX1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 EXOG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 LIG3	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 OGG1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 POLB	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 POLG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 PRIMPOL	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 RECQL4	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
 UNG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_repair
METTL4	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_modifications
ENDOG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_stability_and_decay
 EXOG	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_stability_and_decay
 MGME1	Mitochondrial_central_dogma_mtDNA_maintenance_mtDNA_stability_and_decay
ALKBH1	Mitochondrial_central_dogma_mtRNA_metabolism
 ANGEL2	Mitochondrial_central_dogma_mtRNA_metabolism
 CDK5RAP1	Mitochondrial_central_dogma_mtRNA_metabolism
 DDX28	Mitochondrial_central_dogma_mtRNA_metabolism
 DHX30	Mitochondrial_central_dogma_mtRNA_metabolism
 DUS2	Mitochondrial_central_dogma_mtRNA_metabolism
 ELAC2	Mitochondrial_central_dogma_mtRNA_metabolism
 ENDOG	Mitochondrial_central_dogma_mtRNA_metabolism
 ERAL1	Mitochondrial_central_dogma_mtRNA_metabolism
 FASTK	Mitochondrial_central_dogma_mtRNA_metabolism
 FASTKD1	Mitochondrial_central_dogma_mtRNA_metabolism
 FASTKD2	Mitochondrial_central_dogma_mtRNA_metabolism
 FASTKD3	Mitochondrial_central_dogma_mtRNA_metabolism
 FASTKD5	Mitochondrial_central_dogma_mtRNA_metabolism
 GRSF1	Mitochondrial_central_dogma_mtRNA_metabolism
 GTPBP3	Mitochondrial_central_dogma_mtRNA_metabolism
 HSD17B10	Mitochondrial_central_dogma_mtRNA_metabolism
 LACTB2	Mitochondrial_central_dogma_mtRNA_metabolism
 LRPPRC	Mitochondrial_central_dogma_mtRNA_metabolism
 METTL15	Mitochondrial_central_dogma_mtRNA_metabolism
 METTL17	Mitochondrial_central_dogma_mtRNA_metabolism
 METTL5	Mitochondrial_central_dogma_mtRNA_metabolism
 METTL8	Mitochondrial_central_dogma_mtRNA_metabolism
 MRM1	Mitochondrial_central_dogma_mtRNA_metabolism
 MRM2	Mitochondrial_central_dogma_mtRNA_metabolism
 MRM3	Mitochondrial_central_dogma_mtRNA_metabolism
 MRPL12	Mitochondrial_central_dogma_mtRNA_metabolism
 MRPL47	Mitochondrial_central_dogma_mtRNA_metabolism
 MRPS7	Mitochondrial_central_dogma_mtRNA_metabolism
 MRPS9	Mitochondrial_central_dogma_mtRNA_metabolism
 MTERF1	Mitochondrial_central_dogma_mtRNA_metabolism
 MTO1	Mitochondrial_central_dogma_mtRNA_metabolism
 MTPAP	Mitochondrial_central_dogma_mtRNA_metabolism
 MTRES1	Mitochondrial_central_dogma_mtRNA_metabolism
 MYG1	Mitochondrial_central_dogma_mtRNA_metabolism
 NGRN	Mitochondrial_central_dogma_mtRNA_metabolism
 NOA1	Mitochondrial_central_dogma_mtRNA_metabolism
 NSUN2	Mitochondrial_central_dogma_mtRNA_metabolism
 NSUN3	Mitochondrial_central_dogma_mtRNA_metabolism
 NSUN4	Mitochondrial_central_dogma_mtRNA_metabolism
 OSGEPL1	Mitochondrial_central_dogma_mtRNA_metabolism
 PDE12	Mitochondrial_central_dogma_mtRNA_metabolism
 PNPT1	Mitochondrial_central_dogma_mtRNA_metabolism
 POLRMT	Mitochondrial_central_dogma_mtRNA_metabolism
 PPA2	Mitochondrial_central_dogma_mtRNA_metabolism
 PRORP	Mitochondrial_central_dogma_mtRNA_metabolism
 PTCD1	Mitochondrial_central_dogma_mtRNA_metabolism
 PTCD2	Mitochondrial_central_dogma_mtRNA_metabolism
 PUS1	Mitochondrial_central_dogma_mtRNA_metabolism
 QTRT1	Mitochondrial_central_dogma_mtRNA_metabolism
 RCC1L	Mitochondrial_central_dogma_mtRNA_metabolism
 REXO2	Mitochondrial_central_dogma_mtRNA_metabolism
 RMND1	Mitochondrial_central_dogma_mtRNA_metabolism
 RNASEH1	Mitochondrial_central_dogma_mtRNA_metabolism
 RPUSD3	Mitochondrial_central_dogma_mtRNA_metabolism
 RPUSD4	Mitochondrial_central_dogma_mtRNA_metabolism
 SLIRP	Mitochondrial_central_dogma_mtRNA_metabolism
 SUPV3L1	Mitochondrial_central_dogma_mtRNA_metabolism
 TBRG4	Mitochondrial_central_dogma_mtRNA_metabolism
 TEFM	Mitochondrial_central_dogma_mtRNA_metabolism
 TFAM	Mitochondrial_central_dogma_mtRNA_metabolism
 TFB1M	Mitochondrial_central_dogma_mtRNA_metabolism
 TFB2M	Mitochondrial_central_dogma_mtRNA_metabolism
 THG1L	Mitochondrial_central_dogma_mtRNA_metabolism
 TOP1MT	Mitochondrial_central_dogma_mtRNA_metabolism
 TRIT1	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMT1	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMT10C	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMT2B	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMT5	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMT61B	Mitochondrial_central_dogma_mtRNA_metabolism
 TRMU	Mitochondrial_central_dogma_mtRNA_metabolism
 TRNT1	Mitochondrial_central_dogma_mtRNA_metabolism
 TRUB2	Mitochondrial_central_dogma_mtRNA_metabolism
 YBEY	Mitochondrial_central_dogma_mtRNA_metabolism
 YRDC	Mitochondrial_central_dogma_mtRNA_metabolism
MRPL12	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 MTERF1	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 MTRES1	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 POLRMT	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 TEFM	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 TFAM	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 TFB2M	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
 TOP1MT	Mitochondrial_central_dogma_mtRNA_metabolism_Transcription
ALKBH1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 DDX28	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 DHX30	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 ERAL1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 FASTK	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 FASTKD1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 FASTKD2	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 FASTKD5	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 GRSF1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 HSD17B10	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MRM1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MRM2	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MRPL47	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MRPS7	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MRPS9	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 MTPAP	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 NOA1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 PRORP	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 PTCD1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 PTCD2	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 PUS1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 RMND1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 RPUSD3	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 RPUSD4	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 SUPV3L1	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 TFB1M	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 TRMT10C	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
 TRUB2	Mitochondrial_central_dogma_mtRNA_metabolism_mtRNA_granules
ELAC2	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 FASTK	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 FASTKD1	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 FASTKD2	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 FASTKD3	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 FASTKD5	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 GRSF1	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 HSD17B10	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 PRORP	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 PTCD2	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 TBRG4	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 TRMT10C	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
 YBEY	Mitochondrial_central_dogma_mtRNA_metabolism_Polycistronic_mtRNA_processing
ALKBH1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 CDK5RAP1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 DUS2	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 GTPBP3	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 HSD17B10	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 MTO1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 NSUN2	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 NSUN3	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 OSGEPL1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 PUS1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 QTRT1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 RPUSD4	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 THG1L	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
 TRIT1	Mitochondrial_central_dogma_mtRNA_metabolism_mt_tRNA_modifications
